3.170686885433972035e-01 5.375795429051833344e+04
3.182451957365081685e-01 5.015863346515192825e+04
3.194217029296190780e-01 2.371642100477952044e+04
3.205982101227300429e-01 4.472705636281453917e+04
3.217747173158408969e-01 2.102052854138691691e+04
3.229512245089519173e-01 3.937462792499207717e+04
3.241277317020627713e-01 3.589283860776491201e+04
3.253042388951737918e-01 1.663396616584252115e+04
3.264807460882846457e-01 3.066194429903638229e+04
3.276572532813956662e-01 1.403733536131826986e+04
3.288337604745065201e-01 2.550591073175656493e+04
3.300102676676175406e-01 1.147773316006709319e+04
3.311867748607283946e-01 2.042314229509528377e+04
3.323632820538394150e-01 8.954373113877880314e+03
3.335397892469502690e-01 1.541208840427754694e+04
3.347162964400612895e-01 1.212467041701790185e+04
3.358928036331721434e-01 4.832880887764053114e+03
3.370693108262831639e-01 7.224018290348884875e+03
3.382458180193940178e-01 2.399630423402847555e+03
3.394223252125050383e-01 2.391312813616355470e+03
